"","x"
"5391",17216042.4669586
"5392",579577.856426785
"5393",10602738.0742314
"5394",25930752.2700373
"5395",14543784.3428941
"5396",8190213.30387096
"5397",1282431.00070835
"5398",12649800.9538394
"5399",357245.445339439
"5400",1344246.61279584
"5401",29308499.7606004
"5402",28431085.8357334
"5403",22115316.9776863
"5404",946081.951307083
"5405",37671253.2632716
"5406",536033.829377591
"5407",153991809.533898
"5408",514865329.259123
"5409",95727225.574475
"5410",729509.40747527
"5411",24470647.5861874
"5412",250347.932744761
"5413",746947.142021479
"5414",61726719.5046981
"5415",49363576.1231325
"5416",4585080.86539203
"5417",69974195.3573294
"5418",209606.240781288
"5419",146974.050129326
"5420",7215327.15437664
"5421",26805636.8666955
"5422",56129149.5511995
"5423",154081212.224022
"5424",128970680.304435
"5425",1103752.91708431
"5426",10266350.4037576
"5427",1370868.3850216
"5428",1362972.90296082
"5429",55828272.8060366
"5430",92767021.4704342
"5431",6711370.08836676
"5432",98438392.769146
"5433",13634172.9309514
"5434",59337223.7082138
"5435",17446777.2768871
"5436",3667703.08917133
"5437",24259425.3653849
"5438",3988306.20182024
"5439",1105605.00761655
"5440",27229803.9006416
"5441",1589515.50658855
"5442",108458772.117671
"5443",69930303.2829695
"5444",40251547.7691256
"5445",30818070.7908434
"5446",74509208.9628701
"5447",2463485.02057104
"5448",1210881.5338791
"5449",81144840.0761918
"5450",6529369.25129123
"5451",11325594.6742252
"5452",664506.306007839
"5453",179351515.341852
"5454",61516409.8929948
"5455",9385461.17734992
"5456",2370921.86002486
"5457",27436640.0522563
"5458",3019274.02704969
"5459",7918870.20124121
"5460",226683.72229769
"5461",127054.053606824
"5462",243464.627917803
"5463",438277267.671894
"5464",433182.134796028
"5465",2635146.78582845
"5466",18540389.1295035
"5467",19206109.4728023
"5468",107801313.365523
"5469",3523.21213387709
"5470",125948469.029865
"5471",62595752.1441878
"5472",54289800.9508953
"5473",8003998.19147946
"5474",9948951.45482365
"5475",5590285.86887774
"5476",1225082.51750148
"5477",5632464.03267891
"5478",44416274.3271234
"5479",105401070.789555
"5480",3607098.22611642
"5481",1589573.67183264
"5482",4720709.55090391
"5483",4619074.72123667
"5484",93667995.1646455
"5485",2208339.90224002
"5486",5118971.6930213
"5487",476349355.001679
"5488",22253859.9614456
"5489",11996873.8439082
"5490",3175224.24732023
"5491",5032995.34082494
"5492",5745883.27543713
"5493",1541648.51235521
"5494",106839.304048424
"5495",16530683.8396832
"5496",5815569.23996075
"5497",10450499.5005844
"5498",274898.337089458
"5499",49349954.9438295
"5500",15691815.9701014
"5501",2783434.16027291
"5502",1072403.18496302
"5503",3382862.41505153
"5504",20990884.875988
"5505",386891.685763392
"5506",126696122.145889
"5507",12750646.8806885
"5508",102215141.574362
"5509",118004499.378189
"5510",7670465.57898543
"5511",1583617.57609973
"5512",70889698.0726384
"5513",181202.669006579
"5514",8867833.13351599
"5515",637490.397812651
"5516",1062243.50257901
"5517",122442389.763363
"5518",10245086.1874519
"5519",140594243.40737
"5520",93589.1152621847
"5521",4809383.38202551
"5522",105748.131162575
"5523",219744792.113973
"5524",331903400.39497
"5525",28374835.7078635
"5526",11370964.9989458
"5527",392282.818987253
"5528",50776017.2555564
"5529",50381.0278892192
"5530",218302325.372371
"5531",183861.705546904
"5532",5029975.20903075
"5533",42222106.0503331
"5534",194763436.987796
"5535",1368099.99689486
"5536",884816.403094874
"5537",5412072.40481307
"5538",6220334.15771058
"5539",162917899.660502
"5540",15657589.959946
"5541",84030699.4450543
"5542",283555.607919356
"5543",5295437.60437825
"5544",24572258.0483129
"5545",344050.94120382
"5546",5402653.40684118
"5547",4374177.112076
"5548",2026291.4529358
"5549",38329993.7815312
"5550",21507155.4451659
"5551",6951893.59259858
"5552",28172215.4451929
"5553",20047952.2297768
"5554",2117366.2814886
"5555",3468694.72069727
"5556",2368384.78163237
"5557",1242607.58795936
"5558",570473886.35602
"5559",3039423.07599257
"5560",404967.225024562
"5561",14336463.8118207
"5562",62900926.7685021
"5563",152048.153637731
"5564",1615589.77279461
"5565",5007452.09400736
"5566",5073243.05516947
"5567",6539959.16032197
"5568",18897398.4980685
"5569",47657343.0591013
"5570",18087285.2423304
"5571",95098503.2105745
"5572",707105.56103754
"5573",81213901.8955636
"5574",13197591.9055642
"5575",120768719.997943
"5576",53277758.994623
"5577",34575411.3278646
"5578",13529797.7627605
"5579",2974482.14466696
"5580",1163875.65489194
"5581",16748574.946477
"5582",7668786.3852815
"5583",24077847.8826663
"5584",8674279.99487438
"5585",4531836.74005784
"5586",673317.973833344
"5587",7158396.352747
"5588",134595360.387728
"5589",55230035.6749301
"5590",1341381.32969805
"5591",1773091.87966741
"5592",3627072.33299982
"5593",4724748.49145492
"5594",1932456.58689137
"5595",24895455.8873029
"5596",132531829.51781
"5597",5802156.14317514
"5598",2265915.59195955
"5599",6863454.02776379
"5600",3756951.08510278
"5601",19545412.3745797
"5602",35940453.3468513
"5603",241944.326644633
"5604",7340097.453876
"5605",119767227.285437
"5606",68899492.9866613
"5607",29163478.2811576
"5608",35005540.9690572
"5609",6111113.46277793
"5610",7462372.11495126
"5611",13548256.0479993
"5612",320448668.476854
"5613",7171763.47637388
"5614",12721316.6463136
"5615",48536843.8268822
"5616",8087337.29870121
"5617",145814218.165733
"5618",22605301.2284687
"5619",44667936.9264037
"5620",1664136.21331002
"5621",20551383.1486401
"5622",14667171.3202363
"5623",12710696.5983957
"5624",302178478.35053
"5625",734835.648701039
"5626",1120025.94444293
"5627",102363933.113869
"5628",14581642.7750254
"5629",160091541.631129
"5630",5372688.42979542
"5631",31608841.9608632
"5632",21713503.7423348
"5633",7430142.47813628
"5634",7569383.76115919
"5635",58373774.2464295
"5636",1957868.0258549
"5637",2713119.86108361
"5638",69714817.5122199
"5639",4597024.35012356
"5640",463192.798635263
"5641",29859625.5643393
"5642",2895690.35363491
"5643",4029179.76125346
"5644",553383553.790608
"5645",62988653.0936452
"5646",5957188.91906412
"5647",2493989.52132127
"5648",68157623.0208435
"5649",473987.328909799
"5650",64537291.3945934
"5651",19939068.9841103
"5652",491503.478937096
"5653",67896289.7598461
"5654",47968976.9500043
"5655",15433924.4157772
"5656",715358548.604129
"5657",805385.904632728
"5658",14411528.4096516
"5659",10764415.9387537
"5660",90275763.7505055
"5661",5141366.21128467
"5662",412922710.239951
"5663",3382508.24357585
"5664",3780120.01121081
"5665",56678178.5715539
"5666",7940989.7983761
"5667",13531823.3176222
"5668",2158339.52883489
"5669",2772579.02565973
"5670",330647735.904789
"5671",16769282.6952684
"5672",712338.791214387
"5673",24130980.6518743
"5674",5546752.54823786
"5675",437344.339871848
"5676",321741.26266699
"5677",83851991.884842
"5678",65232136.8290047
"5679",944220.863363399
"5680",19772417.3768975
"5681",543108757.645993
"5682",462837.147660981
"5683",339066944.531576
"5684",55936150.4002246
"5685",13574462.7078787
"5686",471369.938261401
"5687",39068793.0554582
"5688",2015780.93298347
"5689",17790335.9683563
"5690",6024544.3882476
"5691",39516683.7024085
"5692",226916154.766798
"5693",9828308.4666309
"5694",22731265.4725162
"5695",507429.023449139
"5696",32448334.8551343
"5697",54294.2954381459
"5698",2344459.55607801
"5699",1384619.94431915
"5700",26545919.3652775
"5701",7031283.13755167
"5702",17620422.7496981
"5703",43457404.5650837
"5704",14042857.0746597
"5705",3517940.39016036
"5706",562198.868218435
"5707",33669483.4342942
"5708",2361548.96489065
"5709",4255972.93214461
"5710",910576.254246958
"5711",4352439.55235122
"5712",83818914.6054488
"5713",6584903.79961566
"5714",7466935.00067092
"5715",941930.104205967
"5716",171915.531021136
"5717",4414699.20154986
"5718",1071416.12118285
"5719",19433593.8480062
"5720",2664788.68748522
"5721",39453882.5141512
"5722",976039.856572428
"5723",24268518.3797281
"5724",688984.9702048
"5725",249553.944034973
"5726",43121843.6531047
"5727",113241966.685892
"5728",5569461.19790776
"5729",177083759.700593
"5730",4139060.49409285
"5731",38587.4492163911
"5732",3202606.51956209
"5733",564885.229195253
"5734",8737934.32590307
"5735",1875084.47173028
"5736",34301282.2787624
"5737",27626442.6423094
"5738",34694533.9514462
"5739",16930519.4949765
"5740",3277158.85621626
"5741",53346614.3497946
"5742",42854317.124802
"5743",4324247.13238315
"5744",171547.443327105
"5745",1871376.10286565
"5746",4783988.84297211
"5747",996727.201258919
"5748",67109336.2086389
"5749",18875684.9011372
"5750",46577317.13882
"5751",21431117.2687188
"5752",2068880.4494436
"5753",203947499.702062
"5754",14359411.4539976
"5755",57529886.726079
"5756",11944721.7782172
"5757",5145700.58617649
"5758",295334.332741775
"5759",19672592.151163
"5760",2003991.63057575
"5761",441101.488656528
"5762",81678346.5552423
"5763",72045133.7976429
"5764",1213186.85215815
"5765",23212823.8565243
"5766",17124547.681792
"5767",4320003.29794547
"5768",22936166.1564604
"5769",135478311.413424
"5770",5119773.44329334
"5771",8950206.58832907
"5772",25707283.8083979
"5773",269849247.856057
"5774",44517678.7195804
"5775",28595818.0571539
"5776",1827325.05058913
"5777",138541638.666056
"5778",86258167.4573797
"5779",151352376.977018
"5780",1676842.46398667
"5781",34592209.1810004
"5782",27909795.7412406
"5783",51233563.4148626
"5784",253971.387915753
"5785",46155542.9850722
"5786",3872616.3038986
"5787",77420725.7320064
"5788",470696.860576529
"5789",17306868.4117918
"5790",42842320.4897313
"5791",112331523.734281
"5792",2608972.91475003
"5793",10136541.3616224
"5794",62515498.8320688
"5795",74580754.9788189
"5796",18059483.2730147
"5797",19965277.3654631
"5798",77080.7035688376
"5799",144477231.522141
"5800",228501.495844727
"5801",4992273.09722156
"5802",504193.274791153
"5803",161252.365575565
"5804",247423704.242849
"5805",1700118.6527417
"5806",6915603.57459609
"5807",19713756.3148445
"5808",14913828.2550256
"5809",787967.727196935
"5810",39113.1772598411
"5811",834233.885533931
"5812",43585028.241683
"5813",91952374.2063368
"5814",4863280.88265048
"5815",2590789.52726972
"5816",8491577.29348242
"5817",547719.024837836
"5818",2784345.21325192
"5819",3399489.49692278
"5820",3292633.79448966
"5821",311013.770422417
"5822",22614.8923322876
"5823",28818060.8790871
"5824",50617741.1688053
"5825",2909778.17212041
"5826",1844603.55606653
"5827",781286.005107455
"5828",199819358.541543
"5829",15161925.4029032
"5830",15113061.5754179
"5831",77282351.4497307
"5832",17847649.7864716
"5833",11524219.7017263
"5834",3908868.57235767
"5835",84882.4984401722
"5836",51737656.4370965
"5837",13181655.3836575
"5838",761682.206650063
"5839",35422645.0106435
"5840",715.023374618256
"5841",52900071.4052106
"5842",14849543.9738801
"5843",16423767.5286802
"5844",2467638.01901216
"5845",75706.5946029099
"5846",3143483.52338253
"5847",40653156.2948767
"5848",49899518.4410447
"5849",167383.535605826
"5850",33146154.4319956
"5851",3350833.89101098
"5852",7110762.73401195
"5853",20645947.9841223
"5854",18247886.6599149
"5855",79536296.9652498
"5856",8241266.9500328
"5857",504447860.321962
"5858",417856.640730083
"5859",24224873.4473859
"5860",74317797.1938427
"5861",403851.708609489
"5862",15633840.4112024
"5863",42657889.3556503
"5864",345669181.468021
"5865",1827105.45978775
"5866",3318461.7025241
"5867",2426742.56589633
"5868",33460074.3813404
"5869",4009034.05221723
"5870",432753.232824303
"5871",24360331.7749163
"5872",166893800.032291
"5873",7627954.2952577
"5874",1767606.53185603
"5875",36603020.3009382
"5876",46621378.9553321
"5877",712706.759342509
"5878",45284547.9776047
"5879",896793.211224905
"5880",78954659.2528004
"5881",55633831.7876738
"5882",246309319.482012
"5883",7018481.0871967
"5884",15262896.2752695
"5885",4200357.48793971
"5886",5023799.46114487
"5887",10248674.3586164
"5888",3584885.48261748
"5889",1086662.07462609
"5890",22190270.7274863
"5891",31440965.3471263
"5892",2415952.14356347
"5893",710819.825729592
"5894",54356717.444908
"5895",13188610.0899269
"5896",40535295.3823021
"5897",837300.596254559
"5898",18114484.7097629
"5899",2284664.31109109
"5900",7787719.27596426
"5901",69405.9976883399
"5902",17445934.124599
"5903",29060069.2696709
"5904",28795673.0498824
"5905",42874387.9341876
"5906",42727352.0735256
"5907",270193.552958898
"5908",33331383.9113262
"5909",11927197.2916024
"5910",1633339.79228469
"5911",3041647.29377801
"5912",126827050.410596
"5913",42538093.1121474
"5914",16521395.7291816
"5915",6005236.63638538
"5916",51814565.1782856
"5917",117795403.621737
"5918",67493812.3533608
"5919",27398003.6998575
"5920",1763456.04018624
"5921",11170190.5289781
"5922",3859413.33987986
"5923",2561253.39979274
"5924",1499548.71954093
"5925",251619056.841732
"5926",1070643.18589537
"5927",589470.028167043
"5928",35113011.537106
"5929",147790.003830479
"5930",33141766.0169107
"5931",34055047.2390247
"5932",752960.799348979
"5933",2037793.89008128
"5934",14931908.9680577
"5935",198626056.538718
"5936",64673918.7667228
"5937",604429.447864168
"5938",4495028.39064304
"5939",8906378.61564189
"5940",57254214.1612124
"5941",648055.283093968
"5942",69613845.286506
"5943",4034310.13586129
"5944",14381349.0606099
"5945",4272668.6258789
"5946",516102.368155249
"5947",98043.1301481061
"5948",97255036.9898704
"5949",2921680.67749585
"5950",133294284.455977
"5951",30759187.0920036
"5952",2476029.62358753
"5953",93437882.5571139
"5954",6094319.27520316
"5955",19512414.4667332
"5956",41019710.2004128
"5957",21573317.7444445
"5958",25500726.5309766
"5959",1478485.487374
"5960",344349.958904935
"5961",1713145.71745002
"5962",5696694.18378991
"5963",19998333.6947654
"5964",48891218.0127939
"5965",26974772.1208752
"5966",18756944.6795988
"5967",133180389.197503
"5968",40828840.5066894
"5969",64329215.3564693
"5970",2187150.59884231
"5971",1438754.76695504
"5972",5416816.15381734
"5973",93771426.7328713
"5974",749400.12414158
"5975",7847811.43994776
"5976",408451.016727098
"5977",490134.546674766
"5978",313904602.826832
"5979",2678600.95826167
"5980",117088393.239719
"5981",2421381.67555752
"5982",141471912.634755
"5983",704464.718435185
"5984",26673891.1763049
"5985",57405845.915172
"5986",165290.21161754
"5987",958482.356657529
"5988",35321059.2081593
"5989",217566.191350862
"5990",97396596.1623361
"5991",1660944.45413144
"5992",13760801.6663603
"5993",39528067.3685341
"5994",1289794.83804742
"5995",9488675.7123294
"5996",17391469.9290071
"5997",9493229.42427235
"5998",80047902.5593227
"5999",89417.8342943946
"6000",4053582.15537218
"6001",2940851.63409281
"6002",1771203.4580215
"6003",206442345.003776
"6004",31640134.3541545
"6005",3853143.95091584
"6006",3432815.01828218
"6007",2117124.59077578
"6008",4790372.90705033
"6009",70537789.1287271
"6010",46275250.76392
"6011",3043398.16709786
"6012",10454764.7754291
"6013",97309172.7464734
"6014",8509368.66247315
"6015",7278910.38467743
"6016",19814086.2619819
"6017",1361512.99458901
"6018",8405237.61903255
"6019",642319.623883994
"6020",2839720.77874508
"6021",4253212.80969671
"6022",2958637.63042083
"6023",956743.555892004
"6024",303184.512640733
"6025",4426586.70931873
"6026",100084234.305817
"6027",5375925.84157052
"6028",110226654.178563
"6029",1872268.55826917
"6030",130471292.36976
"6031",28093755.6858529
"6032",51887.8484866374
"6033",17297474.9690074
"6034",1338016.5143548
"6035",220957646.356552
"6036",1111854.86483443
"6037",217748.333385474
"6038",61087.3649199747
"6039",1036548.20677632
"6040",26858006.1465457
"6041",185780218.702653
"6042",160374.299259149
"6043",63498282.3884947
"6044",3465207.99546928
"6045",9731511.27200776
"6046",106541.235698027
"6047",3033417.02718266
"6048",3625033.02542175
"6049",2444378.11716018
"6050",639210.033849732
"6051",897135.311778498
"6052",22553176.5903715
"6053",167299.503490576
"6054",3533249.41919694
"6055",2125129.99526046
"6056",9704550.66698055
"6057",267959.774572576
"6058",13721660.7901042
"6059",86830440.1229627
"6060",21334938.7158909
"6061",70731524.5080823
"6062",3277531.69934159
"6063",59900886.0788187
"6064",2113468.30881498
"6065",29122502.3736935
"6066",26311770.453946
"6067",13266835.6363886
"6068",166911.895096229
"6069",90706701.2792451
"6070",59160533.7804367
"6071",5818424.53697909
"6072",16378005.0096618
"6073",17745965.6270138
"6074",702639.889530139
"6075",1456929.89362112
"6076",73551645.7310685
"6077",1181299.22541755
"6078",62112451.9634633
"6079",288560898.637131
"6080",645809.509547133
"6081",1075908.54283065
"6082",684802.171881486
"6083",82717188.4963588
"6084",14649918.6046597
"6085",19623969.288436
"6086",2990858.73861525
"6087",13980931.3581274
"6088",6247803.15996114
"6089",5488285.57727365
"6090",211058713.246679
"6091",521006.260729295
"6092",981204.941382849
"6093",14445250.6899366
"6094",64747320.2088235
"6095",5896196.58525715
"6096",918732.693282597
"6097",14436263.6454905
"6098",8089416.97424028
"6099",23713267.8095494
"6100",10059594.5493304
"6101",148778011.347471
"6102",32317383.3085583
"6103",45516231.460906
"6104",43258.969467419
"6105",2702659.89710092
"6106",272101.053444535
"6107",74805.6076293969
"6108",13943854.6658361
"6109",865094.963409761
"6110",77164503.126187
"6111",212622.543720919
"6112",140353.98450817
"6113",2429748.2112661
"6114",36222708.4653222
"6115",151729809.892523
"6116",299818.434878062
"6117",15070564.3126596
"6118",20208498.5677732
"6119",59376663.6903631
"6120",57121526.1600203
"6121",759256.759426057
"6122",55296337.1517504
"6123",549847.104003721
"6124",1223249.21064204
"6125",2060733.71173517
"6126",9395508.88563497
"6127",1697616.23152004
"6128",117644572.416463
"6129",4899871.0226453
"6130",176831.908966364
"6131",9491839.68019067
"6132",143582.976431919
"6133",6234668.23519486
"6134",18017758.9857979
"6135",27870349.124991
"6136",449339502.678528
"6137",27977209.7049506
"6138",2896078.1109441
"6139",801115518.639734
"6140",932640.168768503
"6141",11036032.5411068
"6142",278655.483634662
"6143",1048066.97741845
"6144",9777343.6446944
"6145",10026633.0708752
"6146",3198542.91018062
"6147",44804311.4966007
"6148",3448453.33105076
"6149",78050530.5517281
"6150",154510394.023955
"6151",3614470.61627795
"6152",783966378.680251
"6153",3954455.91225937
"6154",50453.1224523538
"6155",96778274.5069412
"6156",2140917.95150382
"6157",9847104.36413572
"6158",69883966.6518933
"6159",13687486.8126789
"6160",7743380.67151162
"6161",19720432.9215657
"6162",4937461.96772421
"6163",1750513.3782125
"6164",5486679.87759557
"6165",10457331.9775791
"6166",22041920.1110459
"6167",11351360.6542933
"6168",8460349.55488423
"6169",55628025.7351459
"6170",3718294.84894448
"6171",3466666.60355959
"6172",1040987.03098985
"6173",13943654.6001454
"6174",31334324.8637987
"6175",10325846.0196882
"6176",9661474.71286981
"6177",42075848.7800186
"6178",1354917.01168484
"6179",196980379.485193
"6180",17123025.8503949
"6181",20775705.7123669
"6182",228566677.034185
"6183",13415686.6187655
"6184",394561039.472271
"6185",5711780.52139364
"6186",1496883.65046559
"6187",3148444.02271138
"6188",34935621.7224429
"6189",17324416.0151828
"6190",73573439.9045289
"6191",736530.612020133
"6192",27002793.0480416
"6193",5445704.49087806
"6194",1528759.55187852
"6195",388963.337253839
"6196",8925311.85354785
"6197",1561690.72158368
"6198",62091488.2473484
"6199",691393476.00407
"6200",699893.277336305
"6201",3764217.09146452
"6202",69795952.9089497
"6203",455612024.849447
"6204",3121839.57678248
"6205",668009.664645981
"6206",35464886.4529799
"6207",31324418.3548454
"6208",10212822.0694942
"6209",214445.819357185
"6210",43176.8021611459
"6211",49091836.0797368
"6212",1507488.69095051
"6213",9744218.8217535
"6214",7204126.26722993
"6215",10798921.6644861
"6216",26540434.7194471
"6217",583483.850910873
"6218",2669868.81298474
"6219",21621143.8322515
"6220",206480.021750372
"6221",4347865.8943685
"6222",477107.328234216
"6223",10607598.7877779
"6224",2753652.97279911
"6225",72098694.636535
"6226",8219159.35934299
"6227",7789793.39590365
"6228",610389.913376393
"6229",900860.636931605
"6230",282451.862065276
"6231",77896299.3563779
"6232",747971.924573504
"6233",162840424.362499
"6234",4836869.02670569
"6235",12953869.9313185
"6236",5388075.66397384
"6237",8304013.24657843
"6238",1987129.96171928
"6239",142307577.800358
"6240",100299390.528719
"6241",1569912.11291242
"6242",910837.255406383
"6243",4006745.25147302
"6244",34222782.5431024
"6245",1254070.57756277
"6246",915633.96654609
"6247",285165196.732853
"6248",632418.531793076
"6249",4073725.84568794
"6250",9769535.69936018
"6251",39032675.8456998
"6252",5444470.64174511
"6253",3093634.57380593
"6254",111583512.025596
"6255",2283842.05297789
"6256",1365294.41499968
"6257",60598848.6870424
"6258",144743.488785509
"6259",2886366.28677475
"6260",4291361.33219508
"6261",34450160.6251233
"6262",2644012.5738027
"6263",11003350.3505555
"6264",5171234.11808002
"6265",4272634.7882423
"6266",2669224.56794005
"6267",39337194.3396435
"6268",72746.5706954185
"6269",114062599.276289
"6270",57875802.0574138
"6271",163150381.253776
"6272",709937.884592648
"6273",2271797.03283115
"6274",209855604.378482
"6275",19759680.2757718
"6276",1931580.80408428
"6277",12804441.4360848
"6278",53633.2177668465
"6279",2103872.83185404
"6280",13742459.5570201
"6281",1733557.6824714
"6282",215447405.869059
"6283",18299064.5992711
"6284",91516964.594514
"6285",21999636.6778873
"6286",996765.570771436
"6287",8417157.12951468
"6288",82131314.8443233
"6289",133145064.49975
"6290",141986.821263378
"6291",37327749.0539134
"6292",113274823.671596
"6293",254901987.809043
"6294",2906522.80589003
"6295",162277094.157808
"6296",2517924.60573572
"6297",37583692.3255634
"6298",427021.967384946
"6299",320030.282829874
"6300",6142926.31247418
"6301",1193152.28965008
"6302",2744879.03738912
"6303",3699723.57390013
"6304",1597313.40028724
"6305",118592740.556529
"6306",7627594.60092482
"6307",582273.262013284
"6308",2238300.99423896
"6309",474230.053755364
"6310",38916383.3332955
"6311",108717.205710296
"6312",2667410.66593056
"6313",17598242.9087899
"6314",24744507.2574578
"6315",3756210.1815302
"6316",32991449.3963813
"6317",133718752.25483
"6318",39893934.2774458
"6319",15047176.1453749
"6320",403829.883166595
"6321",13074522.8356801
"6322",12894912.4331128
"6323",7705781.66531183
"6324",63336.4776465298
"6325",20190281.8961444
"6326",978292.24001417
"6327",10337188.0028658
"6328",17626248.1860425
"6329",534339.118961403
"6330",415525.179968321
"6331",64223284.0982975
"6332",511851.674180334
"6333",7369276.4518717
"6334",879344.905340614
"6335",24223317.2001069
"6336",28268065.6783881
"6337",35318985.9940323
"6338",473530.592161214
"6339",24016169.6629146
"6340",1761937.67613029
"6341",285139.826408127
"6342",12247334.7097633
"6343",12754135.6977515
"6344",55492897.3631875
"6345",4771079.55778435
"6346",89298103.4056294
"6347",62021892.620114
"6348",23258205.0411175
"6349",19683545.0999683
"6350",715122.678928408
"6351",40367988.6857968
"6352",44776499.3516222
"6353",1691553.34000956
"6354",1275142.22146104
"6355",34674.6135128976
"6356",12491947.8064616
"6357",267833.860048823
"6358",840802.883597558
"6359",3431579.03752953
"6360",2822893.0313162
"6361",84940590.597044
"6362",765951.705375162
"6363",4681755.96082997
"6364",3460623.47997716
"6365",87736844.4990694
"6366",18616603.2481095
"6367",5351043.60518737
"6368",11051795.4833025
"6369",4986889.0445126
"6370",113376059.938292
"6371",819600.322188784
"6372",21634142.7416154
"6373",1337054.17576713
"6374",1508019.46604557
"6375",13388929.9705407
"6376",1031813.98755202
"6377",2825944.56223205
"6378",480138.910859074
"6379",116706297.781412
"6380",3205204.80133821
"6381",238116795.259741
"6382",47505612.3140308
"6383",36374455.6338869
"6384",34414430.7445078
"6385",3632309.46690568
"6386",204284002.635524
"6387",3368379.45054179
"6388",837258.264990852
"6389",293333.626572556
"6390",21561615.5436036
"6391",1407614.39815214
"6392",7615964.55047398
"6393",173045083.03699
"6394",138782546.469357
"6395",207974.414305171
"6396",164090.624993523
"6397",8179045.12829017
"6398",16409299.422487
"6399",274825.12703837
"6400",11165172.6604264
"6401",134525.573784609
"6402",19121117.0061281
"6403",413352.883819672
"6404",2551865.1685871
"6405",1047497.74566472
"6406",8142165.56894807
"6407",8451726.93670342
"6408",3887781.41508275
"6409",37547628.4660015
"6410",4334577.22236612
"6411",1266981.8741708
"6412",1649743.13908805
"6413",12371435.9648982
"6414",331218071.209938
"6415",1739818.95460229
"6416",1632687.34693724
"6417",50266577.9791775
"6418",25829452.4953154
"6419",4819183.70035308
"6420",11719656.9594977
"6421",4181548.14363729
"6422",66136.4924592999
"6423",2205069.37404114
"6424",33515991.6105845
"6425",9326091.03697397
"6426",2332892.1530392
"6427",1004720.63977621
"6428",717477.064533786
"6429",15977396.7149408
"6430",69554711.9333838
"6431",59456136.3398005
"6432",64077515.3150581
"6433",9780721.51283625
"6434",5936505.45414949
"6435",5583369.12521836
"6436",29084697.631619
"6437",2437023.90514563
"6438",13626065.561813
"6439",5781034.88556524
"6440",43186455.1997136
"6441",4444078.41071991
"6442",1291701.82346806
"6443",6332890.67172441
"6444",291949.75491375
"6445",338811108.189308
"6446",116749563.921176
"6447",10222836.5101399
"6448",866705.021993075
"6449",14963857.0228536
"6450",310176.207425975
"6451",5385569.89739748
"6452",19466019.9968238
"6453",63463492.8020444
"6454",6959224.48252631
"6455",4800939.39049268
"6456",16692975.1118212
"6457",56275643.0653575
"6458",591918.849102723
"6459",863912.778786029
"6460",52543391.0801321
"6461",104861807.390639
"6462",102403737.697835
"6463",118994.309766034
"6464",14298848.8308722
"6465",716759.680516104
"6466",11462026.116362
"6467",7455985.66822069
"6468",1206318.3218676
"6469",7129056.42642847
"6470",1315159.96622896
"6471",928720.259741297
"6472",18906518.5054419
"6473",6628150.77404663
"6474",3610698.56111846
"6475",991742.627969487
"6476",216331787.411161
"6477",29696841.6670165
"6478",7061582.82969759
"6479",121617080.066477
"6480",48230685.9874264
"6481",19978816.1672661
"6482",492115.556815146
"6483",437239.563318895
"6484",65854767.9413252
"6485",72752710.2755444
"6486",488363.24815866
"6487",59185514.9467586
"6488",17241273.1539789
"6489",427825.261722091
"6490",50143.1634576861
"6491",2582502.13101176
"6492",4286446.50749357
"6493",3244371.31542806
"6494",67872065.9060264
"6495",11903612.7474676
"6496",218263693.067825
"6497",143951513.914094
"6498",21426439.0257624
"6499",14964986.9889507
"6500",1855993.30982472
"6501",1760918.62740257
"6502",75706761.712818
"6503",5340033.0664802
"6504",4668177.18015996
"6505",4927144.81960862
"6506",10851.7929110286
"6507",1624902.85870749
"6508",50663149.033822
"6509",2012043.03699149
"6510",1514812.32230223
"6511",2244633.81691173
"6512",1385893.32002944
"6513",11351855.4773251
"6514",5467119.10633176
"6515",69625712.7962687
"6516",13614571.5943606
"6517",1822642.10015028
"6518",10277356.736081
"6519",24383691.5217949
"6520",1218271.91919134
"6521",152223698.699317
"6522",10670539.206523
"6523",29964298.2232331
"6524",12137816.6912571
"6525",18469828.9905875
"6526",249619775.14913
"6527",393359.263531921
"6528",2024351.25489738
"6529",1341367.34691037
"6530",61277815.6973251
"6531",1347967.37605908
"6532",15847201.8092539
"6533",997606.235598129
"6534",170108792.330666
"6535",2602408.08312611
"6536",18967230.9107578
"6537",35313633.1725567
"6538",22768129.6758231
"6539",108365350.969673
"6540",65311420.6530622
"6541",42916864.1714312
"6542",9856724.36004977
"6543",1070241.3212333
"6544",4274641.66626799
"6545",3771032.71891258
"6546",277836774.487486
"6547",2151144.13669034
"6548",13711155.2132119
"6549",87770691.7669754
"6550",28873885.5706239
"6551",19229268.2207973
"6552",3401527.40225604
"6553",4119.89975432999
"6554",17383156.2879919
"6555",4956974.63998549
"6556",49675560.1878842
"6557",1150612.04710784
"6558",82810068.1888374
"6559",19611100.1917929
"6560",168151688.881044
"6561",6587.43255745431
"6562",84275837.5975274
"6563",8892061.76660882
"6564",4574082.12501191
"6565",5092759.62299399
"6566",11231558.9003077
"6567",4038745.58639478
"6568",12652797.0617035
"6569",756146.935225858
"6570",30431485.4755021
"6571",2673799.45538376
"6572",44359.3899516908
"6573",15577557.4922762
"6574",6651634.23326132
"6575",279050.694234207
"6576",5840371.07249198
"6577",1314427.51766098
"6578",37119027.2865697
"6579",15027022.116911
"6580",199784.063954813
"6581",12897905.7257437
"6582",1725.07562400193
"6583",152053.027141492
"6584",888180.904301772
